Frequency,Recency,MonetaryValue,Cluster
2,19.0,357.2,0
21,11.0,4183.39,2
1,53.0,165.04999999999998,0
3,24.0,559.51,0
10,4.0,2088.6,2
1,45.0,189.4,0
2,203.0,172.29000000000002,3
1,359.0,74.4,1
1,70.0,300.0200000000001,0
10,7.0,6784.1900000000005,2
1,288.0,363.65,1
1,9.0,170.16,0
3,23.0,306.46,0
10,21.0,2119.41,2
3,173.0,720.5200000000001,3
2,133.0,814.0,3
14,5.0,2392.83,2
1,75.0,318.0,0
1,40.0,396.33,0
1,289.0,101.7,1
5,26.0,2036.67,0
2,257.0,453.0,1
1,185.0,247.44,3
12,114.0,3877.52,2
1,373.0,489.6,1
10,23.0,2611.75,2
11,8.0,2633.01,2
2,217.0,336.13,1
4,45.0,3651.9699999999993,0
2,18.0,1231.5,0
3,36.0,343.45,0
1,25.0,703.37,0
1,16.0,90.48,0
2,330.0,689.9499999999999,1
1,274.0,101.34,1
2,98.0,4055.72,3
1,61.0,167.66999999999996,0
11,2.0,9068.26,2
4,93.0,2106.52,3
7,81.0,3017.3,0
2,312.0,580.05,1
3,11.0,911.15,0
6,7.0,2697.8000000000006,0
1,127.0,168.31000000000003,3
2,11.0,223.65,0
60,0.0,259657.3,2
1,37.0,754.6400000000001,0
1,37.0,113.48000000000002,0
1,329.0,430.7,1
1,254.0,271.0,1
26,1.0,8052.969999999999,2
1,19.0,236.3,0
2,12.0,352.69,0
1,368.0,76.32000000000001,1
1,290.0,220.1,1
8,67.0,1418.03,2
1,25.0,320.72,0
26,10.0,5653.82,2
1,367.0,181.12,1
1,214.0,111.15,1
2,149.0,673.1,3
6,8.0,1826.21,0
2,24.0,589.44,0
4,29.0,1142.99,0
1,60.0,206.83,0
3,19.0,348.73,0
1,243.0,112.55,1
3,15.0,1059.39,0
1,212.0,931.5,1
5,29.0,681.91,0
3,63.0,784.3299999999998,0
1,295.0,152.65,1
6,17.0,8438.34,2
2,157.0,1019.52,3
2,116.0,1000.16,3
12,7.0,2888.7500000000005,2
4,12.0,2861.55,0
2,140.0,160.34999999999997,3
2,45.0,179.33999999999995,0
3,50.0,612.08,0
3,32.0,566.5800000000002,0
2,134.0,653.3499999999999,3
2,3.0,399.19,0
3,75.0,371.62000000000006,0
2,12.0,734.94,0
2,9.0,453.4,0
1,301.0,530.1500000000001,1
2,57.0,638.0600000000002,0
5,15.0,1618.69,0
1,37.0,399.65,0
1,177.0,302.46000000000004,3
3,23.0,1384.86,0
6,176.0,1169.94,3
1,60.0,202.65000000000003,0
3,33.0,980.31,0
5,58.0,1231.31,0
20,14.0,7561.68,2
4,86.0,2106.8400000000006,0
1,7.0,104.0,0
1,358.0,476.35,1
6,31.0,1341.42,0
4,128.0,1590.81,3
6,9.0,1793.1700000000003,0
6,4.0,1843.7500000000005,0
1,24.0,382.7999999999999,0
2,227.0,632.0700000000002,1
1,15.0,49.8,0
1,249.0,304.25,1
3,15.0,2001.04,0
2,77.0,1090.2400000000002,0
2,192.0,284.46,3
1,261.0,207.8,1
1,71.0,957.97,0
1,165.0,243.76,3
1,82.0,973.84,0
2,95.0,689.1300000000001,3
17,4.0,5425.560000000001,2
1,106.0,163.8,3
3,199.0,1396.9900000000002,3
1,157.0,160.42000000000002,3
3,71.0,1993.7000000000005,0
2,36.0,517.3599999999999,0
1,28.0,139.10000000000002,0
6,1.0,2621.38,0
5,25.0,600.0700000000002,0
1,326.0,248.42,1
1,236.0,232.48,1
1,89.0,299.34,0
1,31.0,481.75,0
2,29.0,621.7500000000001,0
2,211.0,662.08,1
10,2.0,2069.77,2
1,226.0,305.28,1
5,22.0,1041.61,0
1,92.0,443.0,3
14,4.0,6484.540000000001,2
1,263.0,158.95000000000002,1
12,3.0,5509.120000000001,2
11,44.0,5228.050000000001,2
1,217.0,93.75,1
2,56.0,779.9,0
20,11.0,7276.9,2
7,9.0,2810.2,2
5,192.0,2083.2699999999995,3
4,81.0,592.97,0
1,325.0,440.0,1
3,71.0,1796.48,0
6,29.0,882.2399999999999,0
5,2.0,987.1,0
5,218.0,1561.61,1
1,46.0,422.58,0
17,9.0,2073.09,2
4,72.0,2232.49,0
7,7.0,2567.0600000000004,2
2,23.0,596.0999999999999,0
2,122.0,804.02,3
1,17.0,95.34,0
1,310.0,349.27000000000004,1
1,87.0,4314.72,0
2,50.0,526.6700000000001,0
1,89.0,103.3,0
8,39.0,2337.630000000001,2
3,24.0,2338.6000000000004,0
6,172.0,2643.2,3
2,43.0,324.24,0
1,140.0,149.48,3
3,25.0,1213.16,0
2,72.0,801.5100000000001,0
1,134.0,25.5,3
1,366.0,168.6,1
2,38.0,283.15000000000003,0
6,2.0,3078.5800000000004,2
3,2.0,204.0,0
1,30.0,175.92000000000002,0
1,43.0,335.8599999999999,0
1,58.0,110.38,0
1,73.0,173.89999999999998,0
1,277.0,180.6,1
1,180.0,80.82,3
2,7.0,178.05,0
16,3.0,2094.88,2
3,42.0,1837.28,0
